,center_point,envelope,Nome_Munic,geometry
498,POINT (-37.815 -6.703),"POLYGON ((-37.839999999999996 -6.728000000000001, -37.79 -6.728000000000001, -37.79 -6.678, -37.839999999999996 -6.678, -37.839999999999996 -6.728000000000001))",Pombal,"POLYGON ((-37.839999999999996 -6.678, -37.79 -6.678, -37.79 -6.728000000000001, -37.839999999999996 -6.728000000000001, -37.839999999999996 -6.678))"
499,POINT (-37.815 -6.653),"POLYGON ((-37.839999999999996 -6.678, -37.79 -6.678, -37.79 -6.627999999999999, -37.839999999999996 -6.627999999999999, -37.839999999999996 -6.678))",Lagoa,"POLYGON ((-37.839999999999996 -6.627999999999999, -37.79 -6.627999999999999, -37.79 -6.678, -37.839999999999996 -6.678, -37.839999999999996 -6.627999999999999))"
500,POINT (-37.815 -6.603),"POLYGON ((-37.839999999999996 -6.628, -37.79 -6.628, -37.79 -6.577999999999999, -37.839999999999996 -6.577999999999999, -37.839999999999996 -6.628))",Jericó,"POLYGON ((-37.839999999999996 -6.577999999999999, -37.79 -6.577999999999999, -37.79 -6.628, -37.839999999999996 -6.628, -37.839999999999996 -6.577999999999999))"
501,POINT (-37.815 -6.553),"POLYGON ((-37.839999999999996 -6.578, -37.79 -6.578, -37.79 -6.528, -37.839999999999996 -6.528, -37.839999999999996 -6.578))",Jericó,"POLYGON ((-37.839999999999996 -6.528, -37.79 -6.528, -37.79 -6.578, -37.839999999999996 -6.578, -37.839999999999996 -6.528))"
502,POINT (-37.815 -6.503),"POLYGON ((-37.839999999999996 -6.5280000000000005, -37.79 -6.5280000000000005, -37.79 -6.478, -37.839999999999996 -6.478, -37.839999999999996 -6.5280000000000005))",Jericó,"POLYGON ((-37.839999999999996 -6.478, -37.79 -6.478, -37.79 -6.5280000000000005, -37.839999999999996 -6.5280000000000005, -37.839999999999996 -6.478))"
503,POINT (-37.815 -6.453),"POLYGON ((-37.839999999999996 -6.478000000000001, -37.79 -6.478000000000001, -37.79 -6.428, -37.839999999999996 -6.428, -37.839999999999996 -6.478000000000001))",Brejo dos Santos,"POLYGON ((-37.839999999999996 -6.428, -37.79 -6.428, -37.79 -6.478000000000001, -37.839999999999996 -6.478000000000001, -37.839999999999996 -6.428))"
504,POINT (-37.815 -6.403),"POLYGON ((-37.839999999999996 -6.428, -37.79 -6.428, -37.79 -6.377999999999999, -37.839999999999996 -6.377999999999999, -37.839999999999996 -6.428))",Brejo dos Santos,"POLYGON ((-37.839999999999996 -6.377999999999999, -37.79 -6.377999999999999, -37.79 -6.428, -37.839999999999996 -6.428, -37.839999999999996 -6.377999999999999))"
505,POINT (-37.815 -6.353),"POLYGON ((-37.839999999999996 -6.378, -37.79 -6.378, -37.79 -6.327999999999999, -37.839999999999996 -6.327999999999999, -37.839999999999996 -6.378))",Brejo dos Santos,"POLYGON ((-37.83390999999938 -6.341989999998987, -37.839999999999996 -6.335654765099006, -37.839999999999996 -6.329282653277761, -37.83892715296116 -6.327999999999999, -37.79 -6.327999999999999, -37.79 -6.378, -37.839999999999996 -6.378, -37.839999999999996 -6.349383235294862, -37.83390999999938 -6.341989999998987))"
506,POINT (-37.815 -6.303),"POLYGON ((-37.839999999999996 -6.328, -37.79 -6.328, -37.79 -6.278, -37.839999999999996 -6.278, -37.839999999999996 -6.328))",Catolé do Rocha,"POLYGON ((-37.83338999999796 -6.321379999999408, -37.822329999999056 -6.317379999998593, -37.81440999999904 -6.31474999999773, -37.814189999999144 -6.311909999998534, -37.823679999997694 -6.305639999998675, -37.81007999999929 -6.291259999998147, -37.79416999999921 -6.28863999999885, -37.79 -6.2889890227856355, -37.79 -6.328, -37.83892715296116 -6.328, -37.83338999999796 -6.321379999999408))"
507,POINT (-37.765 -7.653),"POLYGON ((-37.79 -7.678, -37.74 -7.678, -37.74 -7.627999999999999, -37.79 -7.627999999999999, -37.79 -7.678))",Juru,"POLYGON ((-37.757629999998244 -7.633709999998246, -37.76423999999861 -7.630969999998342, -37.766889999998966 -7.657069999999294, -37.76697999999851 -7.656139999999141, -37.76763999999821 -7.656189999997878, -37.76780999999937 -7.65549, -37.76704999999856 -7.655429999998887, -37.76773999999932 -7.648269999997865, -37.771569999998974 -7.647829999998066, -37.77577999999812 -7.646219999998721, -37.77600999999777 -7.634299999997893, -37.77979328981425 -7.627999999999999, -37.756796965752365 -7.627999999999999, -37.757629999998244 -7.633709999998246))"
508,POINT (-37.765 -7.603),"POLYGON ((-37.79 -7.628, -37.74 -7.628, -37.74 -7.577999999999999, -37.79 -7.577999999999999, -37.79 -7.628))",Água Branca,"POLYGON ((-37.741109999999026 -7.59711999999854, -37.74374999999782 -7.603599999998551, -37.74535999999898 -7.608919999998761, -37.7554999999993 -7.619109999997818, -37.756796965752365 -7.628, -37.77979328981425 -7.628, -37.78060999999798 -7.626639999998588, -37.79 -7.625591370557257, -37.79 -7.577999999999999, -37.74 -7.577999999999999, -37.74 -7.597067142855833, -37.741109999999026 -7.59711999999854))"
509,POINT (-37.765 -7.553),"POLYGON ((-37.79 -7.578, -37.74 -7.578, -37.74 -7.528, -37.79 -7.528, -37.79 -7.578))",Água Branca,"POLYGON ((-37.79 -7.528, -37.74 -7.528, -37.74 -7.578, -37.79 -7.578, -37.79 -7.528))"
510,POINT (-37.765 -7.503),"POLYGON ((-37.79 -7.5280000000000005, -37.74 -7.5280000000000005, -37.74 -7.478, -37.79 -7.478, -37.79 -7.5280000000000005))",Juru,"POLYGON ((-37.79 -7.478, -37.74 -7.478, -37.74 -7.5280000000000005, -37.79 -7.5280000000000005, -37.79 -7.478))"
511,POINT (-37.765 -7.453),"POLYGON ((-37.79 -7.478000000000001, -37.74 -7.478000000000001, -37.74 -7.428, -37.79 -7.428, -37.79 -7.478000000000001))",Juru,"POLYGON ((-37.79 -7.428, -37.74 -7.428, -37.74 -7.478000000000001, -37.79 -7.478000000000001, -37.79 -7.428))"
